SEXO,IDADE,FX_ID,RACA,ESCOLARI,P1,P2,P3,P4,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P5H,P5I,P6_1,P6_2,P6_3,P6_4,P6_5,P6_6,P6_7,P6_8,P6_9,P6_10,P7_1,P7_2,P7_3,P7_4,P7_5,P7_6,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P8_8,P8_9,P8_10,P8_11,P8_12,P8_13,P9_1,P9_2,P9_3,P10,P11,P12,P13_1,P13_2,P13_3,P13_4,P13_5,P13_6,P13_7,P13_8,P14_1,P14_2,P14_3,P14_4,P14_5,P14_6,P14_7,P15A,P15B,P15C,P15D,P15E,P15F,P15G,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P17_1,P17_2,P17_3,P17_4,P17_5,P18_1,P18_2,P18_3,P18_4,P18_5,P18_6,P19A,P19B,P19C,P19D,P19E,P20_1,P20_2,P20_3,P20_4,P20_5,P20_6,P20_7,P20_8,P20_9,P21A,P21B,P21C,P21D,P21E,P21F,P22_1,P22_2,P22_3,P23,P24A,P24B,P24C,P24D,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P_PCD_1,P_PCD_2,P_PCD_3,P_ORIENT,P_POLITI,RELIGIAO,REND1,REND2,UF,MUNI,REGIAO,COND,PORTE,ID_IPEC,DATA_ENT
1,37,3,3,14,4,1,1,3,4,5,5,5,5,5,5,5,5,,,,,,,,,,,99,,,,,,99,,,,,,,,,,,,,1,8,97,2,1,2,99,,,,,,,,8,,,,,,,,,,,,,,97,,,,,,,1,,,,,97,,,,,,5,5,5,5,5,99,,,,,,,,,2,2,2,2,2,2,97,,,2,1,1,1,1,2,97,,,,,,,4,,,1,3,5,5,4,31,3143302,3,3,6,183104343,13900896000
2,20,1,3,14,1,2,1,1,1,5,5,2,5,2,5,5,5,,,,,,,,,,,1,3,,,,,1,5,6,,,,,,,,,,,1,3,4,1,4,2,1,7,,,,,,,3,,,,,,,,,2,,,,,1,3,,,,,,97,,,,,,,,,,,1,1,1,1,1,1,9,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,1,4,,,,,,4,,,1,1,1,98,4,31,3143302,3,3,6,183104344,13900896000
2,50,4,3,8,1,2,2,1,1,5,5,1,5,5,1,5,5,,,,,,,,,,,99,,,,,,1,4,5,6,,,,,,,,,,1,3,2,1,99,2,99,,,,,,,,99,,,,,,,,,,,,,,99,,,,,,,97,,,,,,,,,,,1,1,1,1,1,99,,,,,,,,,98,98,98,98,98,98,97,,,1,1,1,98,1,2,99,,,,,,,4,,,1,1,1,5,4,31,3143302,3,3,6,183104345,13900896000
2,46,4,1,16,1,2,1,1,1,5,5,1,5,5,1,2,2,,,,,,,,,,,3,4,,,,,1,2,3,4,,,,,,,,,,1,3,2,1,4,1,1,2,7,,,,,,2,3,,,,,,,3,3,,,,,1,2,3,,,,,97,,,,,,,,,,,1,1,1,1,1,1,5,6,,,,,,,1,1,1,1,2,2,97,,,1,1,1,1,1,1,1,2,3,,,,,4,,,1,1,1,4,3,31,3143302,3,3,6,183104346,13900896000
1,24,1,1,14,1,2,1,3,1,5,5,2,5,2,2,2,5,,,,,,,,,,,4,5,,,,,1,2,4,,,,,,,,,,,1,3,2,1,4,2,1,7,,,,,,,1,2,3,,,,,3,3,3,,,,,1,2,3,4,5,,,97,,,,,,,,,,,1,1,1,1,1,99,,,,,,,,,1,1,2,1,2,2,97,,,1,1,1,1,1,2,2,3,,,,,,4,,,1,1,19,5,4,31,3143302,3,3,6,183104347,13900896000
2,39,3,1,14,1,1,1,1,1,5,5,1,5,5,4,5,5,,,,,,,,,,,5,,,,,,1,4,5,,,,,,,,,,,1,3,2,1,4,2,1,7,,,,,,,99,,,,,,,,,,,,,,1,3,5,,,,,97,,,,,,,,,,,1,1,2,1,1,99,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,3,,,,,,4,,,1,1,3,5,4,31,3143302,3,3,6,183104348,13900982400
1,33,2,3,11,1,2,1,3,5,99,99,99,99,99,99,99,5,,,,,,,,,,,99,,,,,,99,,,,,,,,,,,,,97,,,5,3,2,97,,,,,,,,3,,,,,,,,,1,,,,,97,,,,,,,1,,,,,97,,,,,,5,5,5,1,5,99,,,,,,,,,2,2,2,2,2,2,97,,,1,1,1,1,1,2,7,,,,,,,4,,,1,3,5,4,4,31,3143302,3,3,6,183104349,13900982400
2,26,2,1,14,3,1,1,1,1,5,5,1,5,5,1,5,5,,,,,,,,,,,1,,,,,,1,4,8,,,,,,,,,,,1,3,8,1,3,1,1,3,,,,,,,1,6,,,,,,1,,,,,1,,1,6,,,,,,97,,,,,,,,,,,1,1,1,4,2,2,3,4,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,2,4,5,,,,,2,,,1,3,3,98,5,31,3151800,3,3,6,183104381,13901068800
1,19,1,1,14,2,1,1,1,1,5,5,2,5,5,5,5,5,,,,,,,,,,,1,3,4,,,,1,2,4,,,,,,,,,,,1,8,7,1,4,2,1,3,6,,,,,,2,3,,,,,,,1,1,,,,,1,7,,,,,,97,,,,,,,,,,,1,1,1,1,3,4,,,,,,,,,1,1,1,1,1,2,97,,,1,1,1,1,1,1,4,,,,,,,4,,,1,3,1,5,4,31,3151800,3,3,6,183104964,13901068800
1,35,3,1,14,1,2,2,2,5,5,5,1,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,3,2,1,4,2,1,,,,,,,,1,2,,,,,,1,1,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,4,1,1,,,,,,,,,2,2,2,2,1,1,97,,,3,1,1,1,1,2,1,,,,,,,4,,,1,1,1,4,3,35,3550308,3,1,7,183105017,13901068800
2,32,2,1,16,1,2,2,1,2,4,5,1,5,5,2,5,5,,,,,,,,,,,1,4,,,,,1,4,,,,,,,,,,,,1,8,9,4,4,2,1,6,,,,,,,1,,,,,,,2,,,,,,,1,2,,,,,,97,,,,,,,,,,,1,1,5,4,1,1,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,,,,,,,4,,,1,2,11,4,3,35,3550308,3,1,7,183105060,13901068800
1,45,4,3,7,2,2,2,1,1,5,5,4,5,5,2,4,5,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,1,6,8,1,4,2,6,,,,,,,,1,,,,,,,2,,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,1,1,2,,,,,,4,,,1,3,2,6,4,31,3131307,3,3,6,183105086,13900982400
2,53,4,1,14,99,3,2,3,5,1,5,5,5,1,5,5,5,99,,,,,,,,,,99,,,,,,5,,,,,,,,,,,,,1,2,10,1,4,2,8,,,,,,,,1,6,7,,,,,99,,,,,3,3,99,,,,,,,97,,,,,,,,,,,1,1,1,1,1,99,,,,,,,,,1,2,2,1,1,1,97,,,1,1,1,1,1,2,99,,,,,,,4,,,1,4,1,5,4,35,3550308,3,1,7,183105089,13901068800
2,31,2,1,16,2,4,3,3,1,5,5,1,5,5,1,2,5,,,,,,,,,,,1,3,4,,,,1,4,6,,,,,,,,,,,1,8,3,5,4,2,1,5,7,,,,,,1,2,3,4,6,7,,1,1,1,1,,1,1,1,2,3,4,5,6,7,97,,,,,,,,,,,1,1,1,1,1,1,3,5,6,8,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,3,7,,,,,4,,,1,1,1,4,3,35,3550308,3,1,7,183105090,13901068800
2,34,2,1,16,2,3,2,3,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,2,,,,,,,,,,,,1,2,8,1,4,1,1,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,97,,,,,,,,,,,2,1,1,1,1,1,2,3,6,7,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,4,,,,,,4,,,1,1,1,6,4,35,3550308,3,1,7,183105091,13901068800
1,26,2,1,16,2,2,2,3,5,5,5,1,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,2,,,,,,,,,,,,1,2,8,5,4,1,1,5,,,,,,,1,4,7,,,,,3,,,3,,,3,1,2,3,4,5,6,7,97,,,,,,,,,,,1,1,1,1,1,1,2,3,6,7,8,9,,,2,2,2,2,2,2,97,,,1,2,2,2,2,1,1,2,4,5,6,,,4,,,1,4,20,4,3,35,3550308,3,1,7,183105092,13901068800
2,31,2,1,16,1,2,2,3,2,4,2,1,5,5,4,5,5,,,,,,,,,,,1,,,,,,1,2,4,,,,,,,,,,,1,2,8,5,4,2,1,,,,,,,,1,,,,,,,3,,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,1,1,2,6,7,,,,,,1,1,1,1,1,1,97,,,3,2,1,2,2,1,1,3,4,6,,,,4,,,1,1,10,6,3,35,3550308,3,1,7,183105093,13901068800
1,38,3,1,14,2,2,2,1,5,5,5,1,5,5,5,5,5,,,,,,,,,,,1,4,6,,,,1,2,3,4,,,,,,,,,,1,3,97,1,4,2,1,2,3,,,,,,1,2,3,4,,,,1,1,1,1,,,,1,2,3,4,,,,97,,,,,,,,,,,1,1,1,1,1,1,2,3,,,,,,,2,2,2,2,2,2,97,,,1,1,1,1,1,2,1,2,,,,,,4,,,1,3,1,4,2,35,3550308,3,1,7,183105094,13901068800
1,55,4,1,14,1,2,2,3,1,1,5,1,2,1,1,1,5,5,,,,,,,,,,1,2,3,4,5,6,1,2,3,4,5,6,7,8,9,10,11,12,13,1,2,3,1,4,2,1,,,,,,,,2,3,4,5,6,,,,2,2,3,1,3,,1,2,4,5,6,7,,97,,,,,,,,,,,1,1,1,4,2,1,2,3,4,5,6,7,8,9,1,1,1,1,2,1,97,,,1,2,1,1,1,2,1,2,3,4,5,6,7,3,,,1,2,16,5,5,35,3523909,3,3,6,183105156,13901068800
2,57,4,3,15,2,2,1,3,2,5,2,1,5,5,4,5,5,,,,,,,,,,,4,,,,,,3,6,7,8,9,10,11,12,13,,,,,2,4,97,2,3,2,3,,,,,,,,3,,,,,,,,,1,,,,,2,3,4,,,,,1,2,,,,99,,,,,,2,2,1,2,2,1,2,3,4,5,6,7,8,9,1,2,1,1,2,2,97,,,1,2,2,2,2,2,7,,,,,,,4,,,1,3,16,4,4,33,3304557,3,1,7,183105176,13901155200
1,22,1,1,14,1,3,99,3,1,5,5,1,1,4,1,5,5,,,,,,,,,,,1,6,,,,,1,2,4,,,,,,,,,,,1,8,2,1,4,1,1,,,,,,,,8,,,,,,,,,,,,,,1,6,7,,,,,97,,,,,,,,,,,2,1,2,5,5,99,,,,,,,,,2,1,1,1,1,1,97,,,1,2,1,1,2,2,1,5,6,,,,,4,,,1,1,1,4,2,35,3550308,3,1,7,183105236,13901068800
1,24,1,3,11,2,1,1,1,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,4,5,,,,,,,,,,,1,3,6,1,3,2,1,7,,,,,,,2,3,,,,,,,1,1,,,,,1,2,3,4,,,,1,,,,,2,,,,,,1,1,1,2,2,4,6,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,4,,,,,,,3,,,2,1,16,98,5,31,3151800,3,3,6,183105258,13901068800
2,52,4,1,7,1,1,2,1,1,4,4,2,4,5,4,2,2,,,,,,,,,,,1,,,,,,1,2,3,4,,,,,,,,,,1,3,5,1,4,1,1,,,,,,,,2,,,,,,,,3,,,,,,1,2,3,4,5,6,7,99,,,,,,,,,,,1,1,1,1,4,1,2,,,,,,,,2,1,1,1,98,1,97,,,2,2,1,1,2,1,1,2,3,6,7,,,2,,,1,3,1,5,4,35,3523909,3,3,6,183105659,13901068800
1,22,1,1,8,1,2,2,1,1,5,5,2,5,5,4,2,5,,,,,,,,,,,1,,,,,,1,2,,,,,,,,,,,,5,1,3,1,4,2,6,,,,,,,,1,,,,,,,2,,,,,,,1,,,,,,,97,,,,,,,,,,,2,2,2,2,2,99,,,,,,,,,1,1,1,2,1,1,97,,,1,2,1,1,2,2,1,2,,,,,,4,,,1,4,11,5,4,31,3131307,3,3,6,183105734,13900982400
2,42,3,1,14,1,1,1,1,1,4,5,5,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,5,,,,,,,,,,,,1,3,4,5,4,1,1,3,,,,,,,3,,,,,,,,,2,,,,,5,,,,,,,97,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,2,1,1,1,1,2,97,,,1,2,2,2,2,2,2,4,6,,,,,4,,,1,3,1,5,3,31,3170206,3,3,7,183105869,13900982400
1,44,3,3,14,1,2,2,2,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,5,,,,,1,3,4,,,,,,,,,,,1,3,7,1,4,2,3,5,,,,,,,3,,,,,,,,,2,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,5,2,6,,,,,,,,,2,2,2,2,2,2,97,,,1,2,1,1,2,2,3,,,,,,,4,,,1,2,1,4,4,31,3170206,3,3,7,183105870,13900982400
1,38,3,2,16,4,1,1,1,5,5,5,5,5,5,5,5,5,,,,,,,,,,,2,,,,,,7,,,,,,,,,,,,,1,5,7,1,4,2,4,,,,,,,,5,,,,,,,,,,,2,,,3,,,,,,,97,,,,,,,,,,,1,2,2,2,5,3,,,,,,,,,1,1,1,1,1,1,4,,,1,1,1,1,1,2,1,2,,,,,,4,,,1,4,1,2,2,31,3170206,3,3,7,183105871,13900982400
1,42,3,3,13,1,2,1,1,2,5,5,5,5,5,5,5,2,,,,,,,,,,,1,,,,,,1,2,,,,,,,,,,,,1,8,7,1,4,2,1,,,,,,,,1,,,,,,,2,,,,,,,1,2,3,4,,,,97,,,,,,,,,,,4,3,3,3,2,97,,,,,,,,,2,1,1,1,2,2,97,,,1,1,1,1,1,2,2,3,,,,,,4,,,1,4,4,5,4,31,3131307,3,3,6,183106406,13900982400
2,22,1,1,14,1,1,1,3,1,4,5,1,5,5,1,4,5,,,,,,,,,,,1,,,,,,1,2,3,4,5,6,,,,,,,,1,2,3,1,4,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,,2,2,2,2,2,2,,1,2,3,4,5,6,7,1,2,3,4,5,99,,,,,,1,1,1,2,1,99,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,1,2,3,4,5,6,7,3,,,1,4,20,5,5,35,3509502,3,3,7,183106415,13901155200
1,36,3,3,14,1,1,2,1,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,2,,,,,1,2,3,4,,,,,,,,,,1,4,8,99,4,1,1,,,,,,,,2,3,4,,,,,,2,2,2,,,,2,3,4,,,,,97,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,2,97,,,1,1,1,1,2,1,1,4,6,,,,,4,,,1,2,6,99,99,31,3106200,3,1,7,183107142,13901068800
2,60,5,1,14,2,2,2,1,5,5,5,1,99,99,1,2,5,,,,,,,,,,,5,,,,,,1,5,,,,,,,,,,,,1,4,8,1,3,2,1,3,7,,,,,,3,6,,,,,,,,3,,,3,,2,3,5,,,,,97,,,,,,,,,,,1,1,1,5,1,6,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,2,6,,,,,2,,,99,3,1,98,6,43,4301057,4,3,2,183117045,13901068800
2,59,4,1,14,2,2,2,3,1,5,5,5,5,99,5,5,5,,,,,,,,,,,4,6,,,,,1,3,4,,,,,,,,,,,1,3,99,1,4,2,7,,,,,,,,8,,,,,,,,,,,,,,5,6,,,,,,97,,,,,,,,,,,1,4,1,4,1,99,,,,,,,,,2,1,1,1,1,2,97,,,1,1,1,1,1,1,5,7,,,,,,4,,,1,4,1,4,4,43,4301057,4,3,2,183117046,13901068800
1,73,5,1,7,4,2,2,1,2,1,5,1,99,99,5,5,5,2,,,,,,,,,,1,4,,,,,1,2,,,,,,,,,,,,1,99,,5,3,2,7,,,,,,,,8,,,,,,,,,,,,,,7,,,,,,,2,,,,,10,,,,,,5,2,2,1,1,1,,,,,,,,,1,2,98,1,1,2,97,,,2,1,1,1,1,1,1,2,,,,,,4,,,1,3,6,5,4,43,4301057,4,3,2,183117047,13901068800
1,64,5,3,14,6,2,2,1,5,5,5,5,99,99,5,5,5,,,,,,,,,,,4,6,,,,,8,,,,,,,,,,,,,97,,,1,99,1,5,,,,,,,,2,3,4,,,,,,1,1,1,,,,3,6,,,,,,97,,,,,,,,,,,2,4,2,4,1,8,,,,,,,,,2,1,1,1,1,1,97,,,1,2,1,1,98,2,1,,,,,,,3,,,1,3,1,5,4,43,4301057,4,3,2,183117048,13901068800
2,53,4,3,6,1,2,2,2,1,5,5,1,99,99,5,5,5,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,3,8,5,4,2,4,,,,,,,,8,,,,,,,,,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,1,99,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,1,,,,,,,4,,,1,1,6,99,99,43,4301057,4,3,2,183117049,13901068800
2,44,3,1,15,1,2,2,1,1,5,5,5,99,99,5,5,5,,,,,,,,,,,1,,,,,,3,4,,,,,,,,,,,,1,3,4,5,4,2,5,7,,,,,,,2,3,,,,,,,1,1,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,1,97,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,1,1,2,1,,,,,,,4,,,1,3,6,98,6,43,4301057,4,3,2,183117050,13901068800
1,64,5,1,14,2,2,2,1,2,5,5,1,5,99,5,5,5,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,1,2,3,5,4,1,5,,,,,,,,6,,,,,,,,,,,,1,,2,,,,,,,97,,,,,,,,,,,5,5,5,3,1,3,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,1,,,,,,,4,,,1,3,20,99,99,43,4301057,4,3,2,183117051,13901068800
1,32,2,3,16,1,1,2,1,1,5,5,1,5,99,5,5,5,,,,,,,,,,,1,2,,,,,2,6,,,,,,,,,,,,1,3,8,1,4,2,1,4,7,,,,,,2,3,,,,,,,1,1,,,,,2,3,5,,,,,1,,,,,10,,,,,,4,1,5,4,1,1,,,,,,,,,1,1,1,1,1,2,97,,,1,2,1,1,1,1,1,3,7,,,,,3,,,1,2,1,4,3,43,4301057,4,3,2,183117052,13901068800
2,34,2,1,16,1,2,2,1,5,5,5,5,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,2,,,,,,,,,,,,1,8,3,1,4,1,1,2,3,,,,,,2,3,4,,,,,,1,1,1,,,,1,2,3,4,,,,97,,,,,,,,,,,3,3,3,3,3,97,,,,,,,,,1,2,1,1,1,2,97,,,1,1,1,1,1,1,1,,,,,,,4,,,1,4,1,5,5,43,4301057,4,3,2,183117053,13901068800
2,24,1,1,15,1,1,1,1,5,5,5,5,5,5,5,5,5,,,,,,,,,,,1,2,3,,,,1,2,3,,,,,,,,,,,1,2,4,1,4,2,1,2,3,,,,,,2,3,,,,,,,1,1,,,,,1,2,3,,,,,1,2,3,,,97,,,,,,4,4,4,4,4,1,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,,,,,,,1,,,1,1,1,99,99,43,4301057,4,3,2,183117054,13901068800
1,59,4,1,16,1,1,1,1,1,5,5,5,5,99,5,3,2,,,,,,,,,,,1,2,,,,,2,4,5,,,,,,,,,,,1,3,4,1,4,2,1,2,3,,,,,,2,3,4,,,,,,1,1,1,,,,1,,,,,,,97,,,,,,,,,,,1,2,2,2,2,1,,,,,,,,,2,2,1,1,1,1,97,,,1,1,1,1,1,1,1,3,,,,,,4,,,1,4,1,99,99,43,4301057,4,3,2,183117055,13901068800
1,59,4,1,16,1,2,1,1,1,5,5,5,5,99,5,5,5,,,,,,,,,,,1,3,,,,,1,2,3,,,,,,,,,,,1,3,4,1,4,1,1,4,,,,,,,2,3,,,,,,,1,1,,,,,1,2,3,,,,,97,,,,,,,,,,,1,1,3,3,1,97,,,,,,,,,2,2,2,1,2,2,97,,,1,1,1,1,1,1,1,2,3,,,,,4,,,1,4,1,3,3,43,4301057,4,3,2,183117056,13901068800
1,24,1,1,11,1,1,1,1,1,5,5,5,5,99,5,5,5,,,,,,,,,,,1,4,5,,,,1,2,4,,,,,,,,,,,1,3,2,1,4,2,1,3,,,,,,,2,3,4,,,,,,1,1,1,,,,1,2,3,,,,,97,,,,,,,,,,,1,1,1,3,2,99,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,,,,,,,4,,,1,4,1,6,5,43,4301057,4,3,2,183117057,13901068800
1,34,2,1,10,1,1,1,1,1,5,5,3,5,99,5,5,5,,,,,,,,,,,1,,,,,,2,3,4,5,,,,,,,,,,1,4,3,1,4,2,1,2,3,4,,,,,1,2,,,,,,1,1,,,,,,1,2,3,4,,,,97,,,,,,,,,,,2,1,2,4,1,97,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,2,,,,,,4,,,1,4,1,5,5,43,4301057,4,3,2,183117058,13901068800
1,58,4,3,12,2,2,2,1,2,5,5,2,5,5,2,2,5,,,,,,,,,,,1,,,,,,2,3,,,,,,,,,,,,1,6,2,1,4,2,2,3,,,,,,,1,2,3,,,,,2,2,2,,,,,1,2,3,4,,,,97,,,,,,,,,,,2,4,2,2,1,6,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,6,,,,,,,4,,,1,3,8,6,4,31,3131307,3,3,6,183117573,13900982400
2,60,5,1,10,2,2,2,1,1,99,99,99,99,99,1,99,99,,,,,,,,,,,1,,,,,,97,,,,,,,,,,,,,1,3,97,1,4,2,1,,,,,,,,8,,,,,,,,,,,,,,97,,,,,,,99,,,,,,,,,,,1,5,1,5,98,97,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,98,2,2,3,,,,,,,4,,,1,4,20,5,5,35,3523107,3,2,6,183117691,13901155200
2,25,2,3,14,1,1,1,1,1,1,5,5,5,5,1,1,5,3,,,,,,,,,,5,,,,,,13,,,,,,,,,,,,,1,8,4,1,1,1,5,,,,,,,,6,,,,,,,,,,,,1,,1,,,,,,,97,,,,,,,,,,,1,1,2,1,1,3,,,,,,,,,1,1,1,1,1,1,2,,,1,1,1,1,1,2,1,7,,,,,,2,3,,1,3,1,98,6,13,1302603,1,1,7,183118480,13901068800
1,25,2,3,14,3,2,1,2,1,5,5,1,5,5,5,5,5,,,,,,,,,,,6,,,,,,2,,,,,,,,,,,,,1,3,8,99,1,2,4,,,,,,,,8,,,,,,,,,,,,,,2,,,,,,,1,,,,,2,,,,,,1,2,1,2,1,6,,,,,,,,,1,1,1,1,2,1,97,,,1,2,1,1,1,2,1,,,,,,,4,,,99,3,2,6,6,13,1302603,1,1,7,183118481,13901068800
2,20,1,1,14,7,3,3,3,1,4,2,4,4,1,1,2,1,,,,,,,,,,,6,,,,,,13,,,,,,,,,,,,,10,1,97,2,4,2,1,2,4,5,7,8,,,1,2,3,4,5,6,,2,3,3,1,2,3,,7,,,,,,,97,,,,,,,,,,,2,2,2,4,4,97,,,,,,,,,1,1,1,1,1,1,97,,,3,2,2,2,2,2,1,3,4,5,6,7,,4,,,1,2,2,6,5,26,2605301,2,3,4,183118831,13901155200
1,23,1,1,14,1,2,1,3,3,5,5,1,5,5,5,2,5,,,,,,,,,,,6,,,,,,1,2,4,6,9,,,,,,,,,1,2,8,1,4,1,1,,,,,,,,1,2,3,,,,,1,1,1,,,,,1,5,6,,,,,97,,,,,,,,,,,1,1,1,4,1,6,9,,,,,,,,2,1,2,1,2,1,97,,,1,1,1,1,1,2,1,,,,,,,1,,,1,1,5,4,99,35,3509502,3,3,7,183119358,13901155200
1,65,5,3,16,1,2,2,2,2,5,5,2,5,5,5,5,5,,,,,,,,,,,1,5,6,,,,1,2,3,,,,,,,,,,,1,2,6,1,4,2,1,2,,,,,,,1,,,,,,,2,,,,,,,1,2,3,4,,,,97,,,,,,,,,,,2,2,1,1,2,1,,,,,,,,,1,1,1,1,2,2,97,,,1,1,1,1,1,2,2,,,,,,,4,,,1,1,1,5,4,31,3131307,3,3,6,183119640,13900982400
2,56,4,1,11,97,2,2,3,1,5,5,5,5,5,1,1,5,,,,,,,,,,,6,,,,,,97,,,,,,,,,,,,,1,8,99,5,4,2,8,,,,,,,,99,,,,,,,,,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,1,97,,,,,,,,,2,1,1,1,1,2,97,,,1,2,2,2,2,2,7,,,,,,,1,,,1,3,1,6,5,42,4201406,4,3,5,183120070,13901155200
2,38,3,1,16,1,2,2,3,1,5,5,5,5,5,1,5,2,,,,,,,,,,,1,4,6,,,,1,2,3,6,9,10,12,,,,,,,1,8,3,1,4,1,1,2,7,,,,,,2,3,4,5,6,7,,,2,3,2,1,2,1,1,,,,,,,97,,,,,,,,,,,1,1,4,4,1,6,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,1,2,1,1,2,3,7,,,,4,,,1,1,16,6,6,42,4201406,4,3,5,183120071,13901155200
2,25,2,1,15,1,2,3,1,1,5,5,1,5,5,1,2,5,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,1,4,99,1,4,2,1,2,7,,,,,,1,3,,,,,,3,,3,,,,,1,2,3,,,,,97,,,,,,,,,,,1,1,1,5,1,1,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,1,1,3,7,,,,,2,,,1,1,20,4,4,42,4201406,4,3,5,183120072,13901155200
2,27,2,2,14,4,1,1,1,1,1,5,1,5,5,4,1,5,99,,,,,,,,,,99,,,,,,4,,,,,,,,,,,,,1,97,,5,4,2,99,,,,,,,,99,,,,,,,,,,,,,,99,,,,,,,99,,,,,,,,,,,1,1,2,5,2,99,,,,,,,,,1,1,1,1,98,1,97,,,1,1,1,1,1,2,97,,,,,,,4,,,4,2,1,98,5,31,3136207,3,3,5,183120498,13900896000
2,40,3,3,8,2,1,1,1,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,4,,,,,2,,,,,,,,,,,,,1,3,97,1,4,2,1,,,,,,,,8,,,,,,,,,,,,,,1,2,3,4,5,6,7,97,,,,,,,,,,,1,1,1,1,1,97,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,2,2,2,7,,,,,,,4,,,1,2,1,98,6,13,1301704,1,3,4,183120601,13901155200
1,45,4,1,11,1,99,3,2,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,2,3,99,1,1,1,3,4,,,,,,1,2,3,,,,,1,1,1,,,,,1,2,3,,,,,97,,,,,,,,,,,1,1,1,5,1,1,2,3,4,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,1,2,,,,,,2,,,1,1,1,5,4,31,3168606,3,3,6,183120952,13901155200
2,35,3,3,9,1,2,2,1,1,5,5,5,5,5,5,5,2,,,,,,,,,,,1,,,,,,1,2,,,,,,,,,,,,1,2,3,5,4,2,1,,,,,,,,1,,,,,,,1,,,,,,,4,7,,,,,,97,,,,,,,,,,,1,1,5,5,5,1,,,,,,,,,1,1,1,1,1,2,97,,,1,1,1,1,1,2,2,,,,,,,4,,,1,1,1,6,6,33,3304557,3,1,7,183121153,13901155200
2,39,3,2,11,4,2,2,1,2,1,5,1,5,5,2,2,5,7,10,,,,,,,,,2,5,,,,,3,6,13,,,,,,,,,,,3,8,1,1,4,2,2,3,5,,,,,,3,,,,,,,,,2,,,,,6,7,,,,,,97,,,,,,,,,,,1,1,1,1,1,5,8,,,,,,,,1,1,1,1,1,1,1,,,1,2,1,1,2,2,2,3,7,,,,,3,,,1,1,1,5,5,33,3304557,3,1,7,183121154,13901155200
